Date;Filière;Valeur
2020/12/01;"Consommation journalière brute (GW)";67,0603914
2020/12/02;"Consommation journalière brute (GW)";67,513224
2020/12/03;"Consommation journalière brute (GW)";67,101558
2020/12/04;"Consommation journalière brute (GW)";66,689892
2020/12/05;"Consommation journalière brute (GW)";63,8905632
2020/12/06;"Consommation journalière brute (GW)";61,9145664
2020/12/07;"Consommation journalière brute (GW)";70,189053
2020/12/08;"Consommation journalière brute (GW)";70,8477186
2020/12/09;"Consommation journalière brute (GW)";72,247383
2020/12/10;"Consommation journalière brute (GW)";70,5183858
2020/12/11;"Consommation journalière brute (GW)";67,3897242
2020/12/12;"Consommation journalière brute (GW)";59,8562364
2020/12/13;"Consommation journalière brute (GW)";58,9505712
2020/12/14;"Consommation journalière brute (GW)";63,7258968
2020/12/15;"Consommation journalière brute (GW)";62,573232
2020/12/16;"Consommation journalière brute (GW)";63,602397
2020/12/17;"Consommation journalière brute (GW)";62,4085656
2020/12/18;"Consommation journalière brute (GW)";61,544067
2020/12/19;"Consommation journalière brute (GW)";56,0689092
2020/12/20;"Consommation journalière brute (GW)";54,0105792
2020/12/21;"Consommation journalière brute (GW)";60,103236
2020/12/22;"Consommation journalière brute (GW)";56,6864082
2020/12/23;"Consommation journalière brute (GW)";55,8630762
2020/12/24;"Consommation journalière brute (GW)";56,5217418
2020/12/25;"Consommation journalière brute (GW)";57,0980742
2020/12/26;"Consommation journalière brute (GW)";61,7499
2020/12/27;"Consommation journalière brute (GW)";61,7499
2020/12/28;"Consommation journalière brute (GW)";64,0963962
2020/12/29;"Consommation journalière brute (GW)";64,837395
2020/12/30;"Consommation journalière brute (GW)";65,6195604
2020/12/31;"Consommation journalière brute (GW)";64,7962284
2021/01/01;"Consommation journalière brute (GW)";62,779065
2021/01/02;"Consommation journalière brute (GW)";67,1838912
2021/01/03;"Consommation journalière brute (GW)";66,3605592
2021/01/04;"Consommation journalière brute (GW)";75,0467118
2021/01/05;"Consommation journalière brute (GW)";77,393208
2021/01/06;"Consommation journalière brute (GW)";77,3520414
2021/01/07;"Consommation journalière brute (GW)";78,21654
2021/01/08;"Consommation journalière brute (GW)";78,2577066
2021/01/09;"Consommation journalière brute (GW)";74,3468796
2021/01/10;"Consommation journalière brute (GW)";72,3297162
2021/01/11;"Consommation journalière brute (GW)";79,5338712
2021/01/12;"Consommation journalière brute (GW)";77,2285416
2021/01/13;"Consommation journalière brute (GW)";71,3828844
2021/01/14;"Consommation journalière brute (GW)";69,4068876
2021/01/15;"Consommation journalière brute (GW)";71,835717
2021/01/16;"Consommation journalière brute (GW)";70,9300518
2021/01/17;"Consommation journalière brute (GW)";64,9608948
2021/01/18;"Consommation journalière brute (GW)";72,7002156
2021/01/19;"Consommation journalière brute (GW)";73,1942148
2021/01/20;"Consommation journalière brute (GW)";69,4892208
2021/01/21;"Consommation journalière brute (GW)";67,0603914
2021/01/22;"Consommation journalière brute (GW)";66,6487254
2021/01/23;"Consommation journalière brute (GW)";64,5903954
2021/01/24;"Consommation journalière brute (GW)";65,1255612
2021/01/25;"Consommation journalière brute (GW)";72,247383
2021/01/26;"Consommation journalière brute (GW)";75,8288772
2021/01/27;"Consommation journalière brute (GW)";72,4120494
2021/01/28;"Consommation journalière brute (GW)";65,660727
2021/01/29;"Consommation journalière brute (GW)";62,2438992
2021/01/30;"Consommation journalière brute (GW)";58,044906
2021/01/31;"Consommation journalière brute (GW)";56,604075
2021/02/01;"Consommation journalière brute (GW)";62,779065
2021/02/02;"Consommation journalière brute (GW)";61,4205672
2021/02/03;"Consommation journalière brute (GW)";61,0500678
2021/02/04;"Consommation journalière brute (GW)";62,2850658
2021/02/05;"Consommation journalière brute (GW)";60,7619016
2021/02/06;"Consommation journalière brute (GW)";56,7687414
2021/02/07;"Consommation journalière brute (GW)";58,7035716
2021/02/08;"Consommation journalière brute (GW)";70,5183858
2021/02/09;"Consommation journalière brute (GW)";74,305713
2021/02/10;"Consommation journalière brute (GW)";75,3760446
2021/02/11;"Consommation journalière brute (GW)";77,8872072
2021/02/12;"Consommation journalière brute (GW)";78,422373
2021/02/13;"Consommation journalière brute (GW)";74,8408788
2021/02/14;"Consommation journalière brute (GW)";71,7122172
2021/02/15;"Consommation journalière brute (GW)";72,2885496
2021/02/16;"Consommation journalière brute (GW)";67,719057
2021/02/17;"Consommation journalière brute (GW)";63,5200638
2021/02/18;"Consommation journalière brute (GW)";64,0552296
2021/02/19;"Consommation journalière brute (GW)";61,544067
2021/02/20;"Consommation journalière brute (GW)";53,6400798
2021/02/21;"Consommation journalière brute (GW)";50,7995844
2021/02/22;"Consommation journalière brute (GW)";57,3862404
2021/02/23;"Consommation journalière brute (GW)";55,780743
2021/02/24;"Consommation journalière brute (GW)";54,4634118
2021/02/25;"Consommation journalière brute (GW)";54,9985776
2021/02/26;"Consommation journalière brute (GW)";56,3159088
2021/02/27;"Consommation journalière brute (GW)";54,4222452
2021/02/28;"Consommation journalière brute (GW)";53,2695804
2021/03/01;"Consommation journalière brute (GW)";58,9505712
2021/03/02;"Consommation journalière brute (GW)";59,1152376
2021/03/03;"Consommation journalière brute (GW)";58,456572
2021/03/04;"Consommation journalière brute (GW)";58,5389052
2021/03/05;"Consommation journalière brute (GW)";60,8442348
2021/03/06;"Consommation journalière brute (GW)";57,8802396
2021/03/07;"Consommation journalière brute (GW)";56,4394086
2021/03/08;"Consommation journalière brute (GW)";62,779065
2021/03/09;"Consommation journalière brute (GW)";63,6847302
2021/03/10;"Consommation journalière brute (GW)";63,8905632
2021/03/11;"Consommation journalière brute (GW)";60,2267358
2021/03/12;"Consommation journalière brute (GW)";59,9797362
2021/03/13;"Consommation journalière brute (GW)";55,9042428
2021/03/14;"Consommation journalière brute (GW)";54,7927446
2021/03/15;"Consommation journalière brute (GW)";61,2970674
2021/03/16;"Consommation journalière brute (GW)";61,9145664
2021/03/17;"Consommation journalière brute (GW)";62,1203994
2021/03/18;"Consommation journalière brute (GW)";64,0963962
2021/03/19;"Consommation journalière brute (GW)";64,014063
2021/03/20;"Consommation journalière brute (GW)";59,3210706
2021/03/21;"Consommation journalière brute (GW)";57,2627406
2021/03/22;"Consommation journalière brute (GW)";62,3262324
2021/03/23;"Consommation journalière brute (GW)";60,3914022
2021/03/24;"Consommation journalière brute (GW)";57,9214062
2021/03/25;"Consommation journalière brute (GW)";56,398242
2021/03/26;"Consommation journalière brute (GW)";56,0277426
2021/03/27;"Consommation journalière brute (GW)";51,3759168
2021/03/28;"Consommation journalière brute (GW)";48,576588
2021/03/29;"Consommation journalière brute (GW)";51,5817498
2021/03/30;"Consommation journalière brute (GW)";49,5645864
2021/03/31;"Consommation journalière brute (GW)";48,2472552
2021/11/01;"Consommation journalière brute (GW)";46,6829244
2021/11/02;"Consommation journalière brute (GW)";54,5869116
2021/11/03;"Consommation journalière brute (GW)";57,221574
2021/11/04;"Consommation journalière brute (GW)";59,7739032
2021/11/05;"Consommation journalière brute (GW)";59,897403
2021/11/06;"Consommation journalière brute (GW)";56,4805752
2021/11/07;"Consommation journalière brute (GW)";53,3930802
2021/11/08;"Consommation journalière brute (GW)";59,5680702
2021/11/09;"Consommation journalière brute (GW)";61,7910666
2021/11/10;"Consommation journalière brute (GW)";63,1083978
2021/11/11;"Consommation journalière brute (GW)";56,604075
2021/11/12;"Consommation journalière brute (GW)";58,9094046
2021/11/13;"Consommation journalière brute (GW)";53,3930802
2021/11/14;"Consommation journalière brute (GW)";51,0054174
2021/11/15;"Consommation journalière brute (GW)";60,103236
2021/11/16;"Consommation journalière brute (GW)";62,0380662
2021/11/17;"Consommation journalière brute (GW)";61,955733
2021/11/18;"Consommation journalière brute (GW)";62,3262324
2021/11/19;"Consommation journalière brute (GW)";61,955733
2021/11/20;"Consommation journalière brute (GW)";57,7567398
2021/11/21;"Consommation journalière brute (GW)";56,809908
2021/11/22;"Consommation journalière brute (GW)";65,249061
2021/11/23;"Consommation journalière brute (GW)";67,4720574
2021/11/24;"Consommation journalière brute (GW)";68,0483898
2021/11/25;"Consommation journalière brute (GW)";68,6658888
2021/11/26;"Consommation journalière brute (GW)";68,9952216
2021/11/27;"Consommation journalière brute (GW)";64,7962284
2021/11/28;"Consommation journalière brute (GW)";64,7962284
2021/11/29;"Consommation journalière brute (GW)";72,9883818
2021/11/30;"Consommation journalière brute (GW)";73,9763802
2021/12/01;"Consommation journalière brute (GW)";69,5303874
2021/12/02;"Consommation journalière brute (GW)";71,1770514
2021/12/03;"Consommation journalière brute (GW)";72,9060486
2021/12/04;"Consommation journalière brute (GW)";62,573232
2021/12/05;"Consommation journalière brute (GW)";63,1083978
2021/12/06;"Consommation journalière brute (GW)";70,0655532
2021/12/07;"Consommation journalière brute (GW)";70,9300518
2021/12/08;"Consommation journalière brute (GW)";71,0947182
2021/12/09;"Consommation journalière brute (GW)";72,7825488
2021/12/10;"Consommation journalière brute (GW)";71,629884
2021/12/11;"Consommation journalière brute (GW)";65,9077266
2021/12/12;"Consommation journalière brute (GW)";61,5029004
2021/12/13;"Consommation journalière brute (GW)";67,307391
2021/12/14;"Consommation journalière brute (GW)";69,6127206
2021/12/15;"Consommation journalière brute (GW)";69,6538872
2021/12/16;"Consommation journalière brute (GW)";69,3245544
2021/12/17;"Consommation journalière brute (GW)";69,1187214
2021/12/18;"Consommation journalière brute (GW)";64,6727286
2021/12/19;"Consommation journalière brute (GW)";64,1787294
2021/12/20;"Consommation journalière brute (GW)";71,9592168
2021/12/21;"Consommation journalière brute (GW)";74,5527126
2021/12/22;"Consommation journalière brute (GW)";76,5287094
2021/12/23;"Consommation journalière brute (GW)";70,5595524
2021/12/24;"Consommation journalière brute (GW)";60,8442348
2021/12/25;"Consommation journalière brute (GW)";53,2695804
2021/12/26;"Consommation journalière brute (GW)";53,51658
2021/12/27;"Consommation journalière brute (GW)";57,5920734
2021/12/28;"Consommation journalière brute (GW)";57,3039072
2021/12/29;"Consommation journalière brute (GW)";55,1220774
2021/12/30;"Consommation journalière brute (GW)";52,5285816
2021/12/31;"Consommation journalière brute (GW)";53,0637474
2022/01/01;"Consommation journalière brute (GW)";50,0997522
2022/01/02;"Consommation journalière brute (GW)";52,075749
2022/01/03;"Consommation journalière brute (GW)";59,2387374
2022/01/04;"Consommation journalière brute (GW)";61,8733998
2022/01/05;"Consommation journalière brute (GW)";68,0072232
2022/01/06;"Consommation journalière brute (GW)";72,0827166
2022/01/07;"Consommation journalière brute (GW)";71,9180502
2022/01/08;"Consommation journalière brute (GW)";64,6727286
2022/01/09;"Consommation journalière brute (GW)";62,0380662
2022/01/10;"Consommation journalière brute (GW)";69,3245544
2022/01/11;"Consommation journalière brute (GW)";72,1650498
2022/01/12;"Consommation journalière brute (GW)";74,5938792
2022/01/13;"Consommation journalière brute (GW)";75,9112104
2022/01/14;"Consommation journalière brute (GW)";76,7345424
2022/01/15;"Consommation journalière brute (GW)";72,3297162
2022/01/16;"Consommation journalière brute (GW)";70,189053
2022/01/17;"Consommation journalière brute (GW)";74,1410466
2022/01/18;"Consommation journalière brute (GW)";74,5527126
2022/01/19;"Consommation journalière brute (GW)";74,3880462
2022/01/20;"Consommation journalière brute (GW)";73,3177146
2022/01/21;"Consommation journalière brute (GW)";74,7585456
2022/01/22;"Consommation journalière brute (GW)";69,8597202
2022/01/23;"Consommation journalière brute (GW)";66,9780582
2022/01/24;"Consommation journalière brute (GW)";74,3880462
2022/01/25;"Consommation journalière brute (GW)";77,2285416
2022/01/26;"Consommation journalière brute (GW)";77,804874
2022/01/27;"Consommation journalière brute (GW)";76,8992088
2022/01/28;"Consommation journalière brute (GW)";73,7705472
2022/01/29;"Consommation journalière brute (GW)";66,6487254
2022/01/30;"Consommation journalière brute (GW)";61,7087334
2022/01/31;"Consommation journalière brute (GW)";69,6127206
2022/02/01;"Consommation journalière brute (GW)";71,3828844
2022/02/02;"Consommation journalière brute (GW)";66,8133918
2022/02/03;"Consommation journalière brute (GW)";67,1427246
2022/02/04;"Consommation journalière brute (GW)";66,1135596
2022/02/05;"Consommation journalière brute (GW)";61,7910666
2022/02/06;"Consommation journalière brute (GW)";61,2559008
2022/02/07;"Consommation journalière brute (GW)";64,5492288
2022/02/08;"Consommation journalière brute (GW)";66,1547262
2022/02/09;"Consommation journalière brute (GW)";65,7842268
2022/02/10;"Consommation journalière brute (GW)";65,4137274
2022/02/11;"Consommation journalière brute (GW)";66,3193926
2022/02/12;"Consommation journalière brute (GW)";64,014063
2022/02/13;"Consommation journalière brute (GW)";60,4737354
2022/02/14;"Consommation journalière brute (GW)";64,3022292
2022/02/15;"Consommation journalière brute (GW)";66,6075588
2022/02/16;"Consommation journalière brute (GW)";64,8785616
2022/02/17;"Consommation journalière brute (GW)";60,5972352
2022/02/18;"Consommation journalière brute (GW)";59,8562364
2022/02/19;"Consommation journalière brute (GW)";58,2919056
2022/02/20;"Consommation journalière brute (GW)";56,0277426
2022/02/21;"Consommation journalière brute (GW)";63,2730642
2022/02/22;"Consommation journalière brute (GW)";63,4377306
2022/02/23;"Consommation journalière brute (GW)";61,8733998
2022/02/24;"Consommation journalière brute (GW)";62,9437314
2022/02/25;"Consommation journalière brute (GW)";64,3845624
2022/02/26;"Consommation journalière brute (GW)";60,514902
2022/02/27;"Consommation journalière brute (GW)";59,0329044
2022/02/28;"Consommation journalière brute (GW)";63,7258968
2022/03/01;"Consommation journalière brute (GW)";63,5200638
2022/03/02;"Consommation journalière brute (GW)";62,7378984
2022/03/03;"Consommation journalière brute (GW)";61,2970674
2022/03/04;"Consommation journalière brute (GW)";61,1735676
2022/03/05;"Consommation journalière brute (GW)";58,044906
2022/03/06;"Consommation journalière brute (GW)";58,1272392
2022/03/07;"Consommation journalière brute (GW)";66,9368916
2022/03/08;"Consommation journalière brute (GW)";66,689892
2022/03/09;"Consommation journalière brute (GW)";63,1083978
2022/03/10;"Consommation journalière brute (GW)";60,6384018
2022/03/11;"Consommation journalière brute (GW)";60,2679024
2022/03/12;"Consommation journalière brute (GW)";55,4925768
2022/03/13;"Consommation journalière brute (GW)";54,4634118
2022/03/14;"Consommation journalière brute (GW)";59,8562364
2022/03/15;"Consommation journalière brute (GW)";58,5389052
2022/03/16;"Consommation journalière brute (GW)";57,839073
2022/03/17;"Consommation journalière brute (GW)";58,9505712
2022/03/18;"Consommation journalière brute (GW)";59,5269036
2022/03/19;"Consommation journalière brute (GW)";53,3930802
2022/03/20;"Consommation journalière brute (GW)";51,0054174
2022/03/21;"Consommation journalière brute (GW)";55,163244
2022/03/22;"Consommation journalière brute (GW)";55,2044106
2022/03/23;"Consommation journalière brute (GW)";55,4102436
2022/03/24;"Consommation journalière brute (GW)";54,7927446
2022/03/25;"Consommation journalière brute (GW)";52,9402476
2022/03/26;"Consommation journalière brute (GW)";47,3827566
2022/03/27;"Consommation journalière brute (GW)";44,871594
2022/03/28;"Consommation journalière brute (GW)";50,1820854
2022/03/29;"Consommation journalière brute (GW)";51,1289172
2022/03/30;"Consommation journalière brute (GW)";53,1872472
2022/03/31;"Consommation journalière brute (GW)";57,221574
2022/11/01;"Consommation journalière brute (GW)";39,3552696
2022/11/02;"Consommation journalière brute (GW)";45,0362604
2022/11/03;"Consommation journalière brute (GW)";47,0534238
2022/11/04;"Consommation journalière brute (GW)";48,3295884
2022/11/05;"Consommation journalière brute (GW)";45,489093
2022/11/06;"Consommation journalière brute (GW)";44,459928
2022/11/07;"Consommation journalière brute (GW)";49,1117538
2022/11/08;"Consommation journalière brute (GW)";49,605753
2022/11/09;"Consommation journalière brute (GW)";49,5234198
2022/11/10;"Consommation journalière brute (GW)";50,1820854
2022/11/11;"Consommation journalière brute (GW)";45,28326
2022/11/12;"Consommation journalière brute (GW)";44,5422612
2022/11/13;"Consommation journalière brute (GW)";43,7189292
2022/11/14;"Consommation journalière brute (GW)";50,7172512
2022/11/15;"Consommation journalière brute (GW)";51,5817498
2022/11/16;"Consommation journalière brute (GW)";51,7875828
2022/11/17;"Consommation journalière brute (GW)";51,5817498
2022/11/18;"Consommation journalière brute (GW)";52,5285816
2022/11/19;"Consommation journalière brute (GW)";49,8527526
2022/11/20;"Consommation journalière brute (GW)";49,1117538
2022/11/21;"Consommation journalière brute (GW)";56,7687414
2022/11/22;"Consommation journalière brute (GW)";58,2095724
2022/11/23;"Consommation journalière brute (GW)";57,7567398
2022/11/24;"Consommation journalière brute (GW)";56,8922412
2022/11/25;"Consommation journalière brute (GW)";55,7395764
2022/11/26;"Consommation journalière brute (GW)";52,8579144
2022/11/27;"Consommation journalière brute (GW)";51,3759168
2022/11/28;"Consommation journalière brute (GW)";56,6452416
2022/11/29;"Consommation journalière brute (GW)";59,6504034
2022/11/30;"Consommation journalière brute (GW)";61,0500678
2022/12/01;"Consommation journalière brute (GW)";62,779065
2022/12/02;"Consommation journalière brute (GW)";63,8905632
2022/12/03;"Consommation journalière brute (GW)";60,0620694
2022/12/04;"Consommation journalière brute (GW)";58,7859048
2022/12/05;"Consommation journalière brute (GW)";65,9077266
2022/12/06;"Consommation journalière brute (GW)";67,0603914
2022/12/07;"Consommation journalière brute (GW)";67,2250578
2022/12/08;"Consommation journalière brute (GW)";68,6247222
2022/12/09;"Consommation journalière brute (GW)";68,1718896
2022/12/10;"Consommation journalière brute (GW)";65,3725608
2022/12/11;"Consommation journalière brute (GW)";66,9780582
2022/12/12;"Consommation journalière brute (GW)";75,2525448
2022/12/13;"Consommation journalière brute (GW)";75,0467118
2022/12/14;"Consommation journalière brute (GW)";70,8888852
2022/12/15;"Consommation journalière brute (GW)";70,7653854
2022/12/16;"Consommation journalière brute (GW)";70,8888852
2022/12/17;"Consommation journalière brute (GW)";69,8597202
2022/12/18;"Consommation journalière brute (GW)";67,101558
2022/12/19;"Consommation journalière brute (GW)";63,2318976
2022/12/20;"Consommation journalière brute (GW)";58,868238
2022/12/21;"Consommation journalière brute (GW)";56,398242
2022/12/22;"Consommation journalière brute (GW)";54,751578
2022/12/23;"Consommation journalière brute (GW)";50,7584178
2022/12/24;"Consommation journalière brute (GW)";46,5594246
2022/12/25;"Consommation journalière brute (GW)";43,9659288
2022/12/26;"Consommation journalière brute (GW)";48,8235876
2022/12/27;"Consommation journalière brute (GW)";53,2284138
2022/12/28;"Consommation journalière brute (GW)";53,4342468
2022/12/29;"Consommation journalière brute (GW)";51,9110826
2022/12/30;"Consommation journalière brute (GW)";51,8287494
2022/12/31;"Consommation journalière brute (GW)";45,8184258
2023/01/01;"Consommation journalière brute (GW)";42,8544306
2023/01/02;"Consommation journalière brute (GW)";49,5645864
2023/01/03;"Consommation journalière brute (GW)";55,6572432
2023/01/04;"Consommation journalière brute (GW)";56,5217418
2023/01/05;"Consommation journalière brute (GW)";55,0397442
2023/01/06;"Consommation journalière brute (GW)";54,8750778
2023/01/07;"Consommation journalière brute (GW)";50,5525848
2023/01/08;"Consommation journalière brute (GW)";49,4410866
2023/01/09;"Consommation journalière brute (GW)";58,662405
2023/01/10;"Consommation journalière brute (GW)";60,6795684
2023/01/11;"Consommation journalière brute (GW)";58,5389052
2023/01/12;"Consommation journalière brute (GW)";58,6212384
2023/01/13;"Consommation journalière brute (GW)";57,6744066
2023/01/14;"Consommation journalière brute (GW)";53,104914
2023/01/15;"Consommation journalière brute (GW)";53,0225808
2023/01/16;"Consommation journalière brute (GW)";63,0672312
2023/01/17;"Consommation journalière brute (GW)";66,9780582
2023/01/18;"Consommation journalière brute (GW)";69,777387
2023/01/19;"Consommation journalière brute (GW)";70,6830522
2023/01/20;"Consommation journalière brute (GW)";71,424051
2023/01/21;"Consommation journalière brute (GW)";67,2662244
2023/01/22;"Consommation journalière brute (GW)";68,6658888
2023/01/23;"Consommation journalière brute (GW)";74,7997122
2023/01/24;"Consommation journalière brute (GW)";74,0587134
2023/01/25;"Consommation journalière brute (GW)";74,6350458
2023/01/26;"Consommation journalière brute (GW)";73,6470474
2023/01/27;"Consommation journalière brute (GW)";71,4652176
2023/01/28;"Consommation journalière brute (GW)";66,8545584
2023/01/29;"Consommation journalière brute (GW)";65,3313942
2023/01/30;"Consommation journalière brute (GW)";70,0243866
2023/01/31;"Consommation journalière brute (GW)";66,7722252
2023/02/01;"Consommation journalière brute (GW)";65,6195604
2023/02/02;"Consommation journalière brute (GW)";65,043228
2023/02/03;"Consommation journalière brute (GW)";63,6435636
2023/02/04;"Consommation journalière brute (GW)";57,3039072
2023/02/05;"Consommation journalière brute (GW)";55,4514102
2023/02/06;"Consommation journalière brute (GW)";64,3845624
2023/02/07;"Consommation journalière brute (GW)";66,8545584
2023/02/08;"Consommation journalière brute (GW)";69,3245544
2023/02/09;"Consommation journalière brute (GW)";70,806552
2023/02/10;"Consommation journalière brute (GW)";68,130723
2023/02/11;"Consommation journalière brute (GW)";61,9145664
2023/02/12;"Consommation journalière brute (GW)";58,250739
2023/02/13;"Consommation journalière brute (GW)";64,0963962
2023/02/14;"Consommation journalière brute (GW)";63,4377306
2023/02/15;"Consommation journalière brute (GW)";62,161566
2023/02/16;"Consommation journalière brute (GW)";60,0620694
2023/02/17;"Consommation journalière brute (GW)";57,1392408
2023/02/18;"Consommation journalière brute (GW)";51,45825
2023/02/19;"Consommation journalière brute (GW)";49,2764202
2023/02/20;"Consommation journalière brute (GW)";56,8510746
2023/02/21;"Consommation journalière brute (GW)";57,839073
2023/02/22;"Consommation journalière brute (GW)";57,9625728
2023/02/23;"Consommation journalière brute (GW)";59,2387374
2023/02/24;"Consommation journalière brute (GW)";58,3742388
2023/02/25;"Consommation journalière brute (GW)";56,2335756
2023/02/26;"Consommation journalière brute (GW)";58,9094046
2023/02/27;"Consommation journalière brute (GW)";68,8305552
2023/02/28;"Consommation journalière brute (GW)";70,394886
2023/03/01;"Consommation journalière brute (GW)";69,159888
2023/03/02;"Consommation journalière brute (GW)";67,6778904
2023/03/03;"Consommation journalière brute (GW)";65,5372272
2023/03/04;"Consommation journalière brute (GW)";60,2267358
2023/03/05;"Consommation journalière brute (GW)";57,5097402
2023/03/06;"Consommation journalière brute (GW)";63,8493966
2023/03/07;"Consommation journalière brute (GW)";62,8613982
2023/03/08;"Consommation journalière brute (GW)";59,7327366
2023/03/09;"Consommation journalière brute (GW)";55,986576
2023/03/10;"Consommation journalière brute (GW)";57,3039072
2023/03/11;"Consommation journalière brute (GW)";52,7344146
2023/03/12;"Consommation journalière brute (GW)";47,6297562
2023/03/13;"Consommation journalière brute (GW)";50,9230842
2023/03/14;"Consommation journalière brute (GW)";54,2164122
2023/03/15;"Consommation journalière brute (GW)";55,4925768
2023/03/16;"Consommation journalière brute (GW)";53,7635796
2023/03/17;"Consommation journalière brute (GW)";51,4994166
2023/03/18;"Consommation journalière brute (GW)";46,4359248
2023/03/19;"Consommation journalière brute (GW)";45,3655932
2023/03/20;"Consommation journalière brute (GW)";51,9110826
2023/03/21;"Consommation journalière brute (GW)";51,4994166
2023/03/22;"Consommation journalière brute (GW)";51,4170834
2023/03/23;"Consommation journalière brute (GW)";49,2764202
2023/03/24;"Consommation journalière brute (GW)";49,2764202
2023/03/25;"Consommation journalière brute (GW)";46,1889252
2023/03/26;"Consommation journalière brute (GW)";45,6537594
2023/03/27;"Consommation journalière brute (GW)";52,9814142
2023/03/28;"Consommation journalière brute (GW)";54,6280782
2023/03/29;"Consommation journalière brute (GW)";50,634918
2023/03/30;"Consommation journalière brute (GW)";48,4119216
2023/03/31;"Consommation journalière brute (GW)";49,3587534
2023/11/01;"Consommation journalière brute (GW)";44,7892608
2023/11/02;"Consommation journalière brute (GW)";49,3175868
2023/11/03;"Consommation journalière brute (GW)";51,9934158
2023/11/04;"Consommation journalière brute (GW)";48,6589212
2023/11/05;"Consommation journalière brute (GW)";45,900759
2023/11/06;"Consommation journalière brute (GW)";52,6109148
2023/11/07;"Consommation journalière brute (GW)";54,4222452
2023/11/08;"Consommation journalière brute (GW)";55,4514102
2023/11/09;"Consommation journalière brute (GW)";55,57491
2023/11/10;"Consommation journalière brute (GW)";56,3159088
2023/11/11;"Consommation journalière brute (GW)";50,429085
2023/11/12;"Consommation journalière brute (GW)";48,6589212
2023/11/13;"Consommation journalière brute (GW)";51,869916
2023/11/14;"Consommation journalière brute (GW)";52,0345824
2023/11/15;"Consommation journalière brute (GW)";52,281582
2023/11/16;"Consommation journalière brute (GW)";54,7104114
2023/11/17;"Consommation journalière brute (GW)";54,2164122
2023/11/18;"Consommation journalière brute (GW)";49,9762524
2023/11/19;"Consommation journalière brute (GW)";45,9830922
2023/11/20;"Consommation journalière brute (GW)";53,0637474
2023/11/21;"Consommation journalière brute (GW)";54,4222452
2023/11/22;"Consommation journalière brute (GW)";56,4805752
2023/11/23;"Consommation journalière brute (GW)";58,662405
2023/11/24;"Consommation journalière brute (GW)";57,3039072
2023/11/25;"Consommation journalière brute (GW)";56,3159088
2023/11/26;"Consommation journalière brute (GW)";57,5097402
2023/11/27;"Consommation journalière brute (GW)";63,3553974
2023/11/28;"Consommation journalière brute (GW)";62,6967318
2023/11/29;"Consommation journalière brute (GW)";64,837395
2023/11/30;"Consommation journalière brute (GW)";63,602397
2023/12/01;"Consommation journalière brute (GW)";63,7258968
2023/12/02;"Consommation journalière brute (GW)";64,014063
2023/12/03;"Consommation journalière brute (GW)";64,3845624
2023/12/04;"Consommation journalière brute (GW)";67,513224
2023/12/05;"Consommation journalière brute (GW)";65,4137274
2023/12/06;"Consommation journalière brute (GW)";66,3605592
2023/12/07;"Consommation journalière brute (GW)";68,4188892
2023/12/08;"Consommation journalière brute (GW)";62,8613982
2023/12/09;"Consommation journalière brute (GW)";57,5097402
2023/12/10;"Consommation journalière brute (GW)";53,5989132
2023/12/11;"Consommation journalière brute (GW)";56,604075
2023/12/12;"Consommation journalière brute (GW)";56,5629084
2023/12/13;"Consommation journalière brute (GW)";58,5389052
2023/12/14;"Consommation journalière brute (GW)";61,0912344
2023/12/15;"Consommation journalière brute (GW)";60,103236
2023/12/16;"Consommation journalière brute (GW)";57,5097402
2023/12/17;"Consommation journalière brute (GW)";59,5680702
2023/12/18;"Consommation journalière brute (GW)";66,9368916
2023/12/19;"Consommation journalière brute (GW)";66,6075588
2023/12/20;"Consommation journalière brute (GW)";63,5200638
2023/12/21;"Consommation journalière brute (GW)";60,8854014
2023/12/22;"Consommation journalière brute (GW)";57,015741
2023/12/23;"Consommation journalière brute (GW)";52,1169156
2023/12/24;"Consommation journalière brute (GW)";49,6469196
2023/12/25;"Consommation journalière brute (GW)";47,9179224
2023/12/26;"Consommation journalière brute (GW)";52,8167478
2023/12/27;"Consommation journalière brute (GW)";54,7927446
2023/12/28;"Consommation journalière brute (GW)";54,545745
2023/12/29;"Consommation journalière brute (GW)";53,51658
2023/12/30;"Consommation journalière brute (GW)";50,7584178
2023/12/31;"Consommation journalière brute (GW)";51,4170834
2024/01/01;"Consommation journalière brute (GW)";51,252417
2024/01/02;"Consommation journalière brute (GW)";56,3159088
2024/01/03;"Consommation journalière brute (GW)";57,0980742
2024/01/04;"Consommation journalière brute (GW)";57,6744066
2024/01/05;"Consommation journalière brute (GW)";58,9505712
2024/01/06;"Consommation journalière brute (GW)";57,6744066
2024/01/07;"Consommation journalière brute (GW)";59,8562364
2024/01/08;"Consommation journalière brute (GW)";71,9592168
2024/01/09;"Consommation journalière brute (GW)";76,8992088
2024/01/10;"Consommation journalière brute (GW)";77,5167078
2024/01/11;"Consommation journalière brute (GW)";76,1170434
2024/01/12;"Consommation journalière brute (GW)";75,129045
2024/01/13;"Consommation journalière brute (GW)";71,6710506
2024/01/14;"Consommation journalière brute (GW)";69,571554
2024/01/15;"Consommation journalière brute (GW)";71,5475508
2024/01/16;"Consommation journalière brute (GW)";73,4000478
2024/01/17;"Consommation journalière brute (GW)";69,4068876
2024/01/18;"Consommation journalière brute (GW)";68,2130562
2024/01/19;"Consommation journalière brute (GW)";73,8117138
